SKU_Code,Design_No.,Stock,Category,Size,Color
AN201-RED-L,AN201,5,leggings,L,red
AN201-RED-M,AN201,5,leggings,M,red
AN201-RED-S,AN201,3,leggings,S,red
AN201-RED-XL,AN201,6,leggings,XL,red
AN201-RED-XXL,AN201,3,leggings,XXL,red
AN202-ORANGE-L,AN202,11,leggings,L,orange
AN202-ORANGE-M,AN202,3,leggings,M,orange
AN202-ORANGE-S,AN202,16,leggings,S,orange
AN202-ORANGE-XL,AN202,8,leggings,XL,orange
AN202-ORANGE-XXL,AN202,14,leggings,XXL,orange
AN203-MAROON-L,AN203,1,leggings,L,maroon
AN203-MAROON-M,AN203,2,leggings,M,maroon
AN203-MAROON-S,AN203,2,leggings,S,maroon
AN203-MAROON-XL,AN203,2,leggings,XL,maroon
AN203-MAROON-XXL,AN203,3,leggings,XXL,maroon
AN204-PURPLE-L,AN204,10,leggings,L,purple
AN204-PURPLE-M,AN204,4,leggings,M,purple
AN204-PURPLE-S,AN204,6,leggings,S,purple
AN204-PURPLE-XL,AN204,3,leggings,XL,purple
AN204-PURPLE-XXL,AN204,5,leggings,XXL,purple
AN205-YELLOW-L,AN205,9,leggings,L,yellow
AN205-YELLOW-M,AN205,7,leggings,M,yellow
AN205-YELLOW-S,AN205,6,leggings,S,yellow
AN205-YELLOW-XL,AN205,7,leggings,XL,yellow
AN205-YELLOW-XXL,AN205,13,leggings,XXL,yellow
AN206-GREEN-L,AN206,10,leggings,L,green
AN206-GREEN-M,AN206,13,leggings,M,green
AN206-GREEN-S,AN206,13,leggings,S,green
AN206-GREEN-XL,AN206,15,leggings,XL,green
AN206-GREEN-XXL,AN206,13,leggings,XXL,green
AN207-PINK-L,AN207,4,leggings,L,pink
AN207-PINK-M,AN207,2,leggings,M,pink
AN207-PINK-S,AN207,4,leggings,S,pink
AN207-PINK-XL,AN207,1,leggings,XL,pink
AN207-PINK-XXL,AN207,2,leggings,XXL,pink
AN209-BIEGE-L,AN209,4,leggings,L,beige
AN209-BIEGE-M,AN209,7,leggings,M,beige
AN209-BIEGE-S,AN209,4,leggings,S,beige
AN209-BIEGE-XL,AN209,3,leggings,XL,beige
AN209-BIEGE-XXL,AN209,3,leggings,XXL,beige
AN210-NAVY-L,AN210,5,leggings,L,navy blue
AN210-NAVY-M,AN210,3,leggings,M,navy blue
AN210-NAVY-S,AN210,4,leggings,S,navy blue
AN210-NAVY-XL,AN210,2,leggings,XL,navy blue
AN210-NAVY-XXL,AN210,2,leggings,XXL,navy blue
AN211-BLACK-L,AN211,2,leggings,L,black
AN211-BLACK-M,AN211,1,leggings,M,black
AN211-BLACK-S,AN211,7,leggings,S,black
AN211-BLACK-XL,AN211,3,leggings,XL,black
AN211-BLACK-XXL,AN211,3,leggings,XXL,black
AN212-WHITE-L,AN212,11,leggings,L,white
AN212-WHITE-M,AN212,8,leggings,M,white
AN212-WHITE-S,AN212,13,leggings,S,white
AN212-WHITE-XL,AN212,21,leggings,XL,white
AN212-WHITE-XXL,AN212,12,leggings,XXL,white
AN213-BROWN-L,AN213,2,leggings,L,brown
AN213-BROWN-M,AN213,7,leggings,M,brown
AN213-BROWN-S,AN213,8,leggings,S,brown
AN213-BROWN-XL,AN213,6,leggings,XL,brown
AN213-BROWN-XXL,AN213,8,leggings,XXL,brown
BL001-50PINK,BL001,33,blouse,FREE,pink
BL003-50BLACK,BL003,117,blouse,FREE,black
BL004-50CHIKU,BL004,38,blouse,FREE,beige
BL005-54RED,BL005,16,blouse,FREE,red
BL006-54BLACK,BL006,112,blouse,FREE,black
BL007-61PINK,BL007,56,blouse,FREE,pink
BL008-61RED,BL008,35,blouse,FREE,red
BL009-61BLACK,BL009,575,blouse,FREE,black
BL010-61CHIKU,BL010,75,blouse,FREE,beige
BL011-62PINK,BL011,22,blouse,FREE,pink
BL013-62BLACK,BL013,399,blouse,FREE,black
BL014-62CHIKU,BL014,73,blouse,FREE,beige
BL015-63PINK,BL015,14,blouse,FREE,pink
BL016-63RED,BL016,24,blouse,FREE,red
BL017-63BLACK,BL017,208,blouse,FREE,black
BL018-63BEIGE,BL018,39,blouse,FREE,beige
BL019-71PINK,BL019,76,blouse,FREE,pink
BL020-71RED,BL020,38,blouse,FREE,red
BL021-71BLACK,BL021,628,blouse,FREE,black
#REF!,BL021,1,blouse,FREE,black
BL022-71BEIGE,BL022,106,blouse,FREE,beige
BL023-74PINK,BL023,50,blouse,FREE,pink
BL024-74RED,BL024,103,blouse,FREE,red
BL025-74BLACK,BL025,199,blouse,FREE,black
BL026-74BEIGE,BL026,98,blouse,FREE,beige
BL029-78BLACK,BL029,201,blouse,FREE,black
BL030-78BEIGE,BL030,10,blouse,FREE,beige
BL031-79PINK,BL031,8,blouse,FREE,pink
BL034-150GOLD,BL034,31,blouse,FREE,gold
BL035-161GOLD,BL035,448,blouse,FREE,gold
BL036-176GOLD,BL036,45,blouse,FREE,gold
BL040-65PINK,BL040,31,blouse,FREE,pink
BL041-65RED,BL041,30,blouse,FREE,red
BL046-82RED,BL046,23,blouse,FREE,red
BL050-83RED,BL050,63,blouse,FREE,red
BL051-83BLACK,BL051,42,blouse,FREE,black
BL053-153GOLD,BL053,20,blouse,FREE,gold
BL055-164GOLD,BL055,68,blouse,FREE,gold
BL056-185GOLD,BL056,23,blouse,FREE,gold
BL057-65BLACK,BL057,114,blouse,FREE,black
BL058-65BEIGE,BL058,20,blouse,FREE,beige
BL060-75RED,BL060,49,blouse,FREE,red
BL061-75BLACK,BL061,488,blouse,FREE,black
BL073-85BLACK,BL073,48,blouse,FREE,black
BL074-85RED,BL074,17,blouse,FREE,red
BL075-85CHIKU,BL075,7,blouse,FREE,chiku
BL076-86BLACK,BL076,21,blouse,FREE,black
BL077-86RED,BL077,8,blouse,FREE,red
BL078-87BLACK,BL078,18,blouse,FREE,black
BL079-87RED,BL079,12,blouse,FREE,red
BL080-88BLACK,BL080,12,blouse,FREE,black
BL081-88PINK,BL081,30,blouse,FREE,pink
BL082-88CHIKU,BL082,9,blouse,FREE,beige
BL083-186GOLD,BL083,16,blouse,FREE,gold
BL084-187GOLD,BL084,11,blouse,FREE,gold
BL085-L,BL085,24,blouse,L,orange
BL085-M,BL085,15,blouse,M,orange
BL085-S,BL085,12,blouse,S,orange
BL085-XL,BL085,13,blouse,XL,orange
BL085-XS,BL085,6,blouse,XS,orange
BL085-XXL,BL085,11,blouse,XXL,orange
BL086-L,BL086,4,blouse,L,blue
BL086-M,BL086,5,blouse,M,blue
BL086-S,BL086,2,blouse,S,blue
BL086-XL,BL086,5,blouse,XL,blue
BL086-XS,BL086,8,blouse,XS,blue
BL086-XXL,BL086,3,blouse,XXL,blue
BL087-L,BL087,48,blouse,L,multicolor
BL087-M,BL087,89,blouse,M,multicolor
BL087-S,BL087,11,blouse,S,multicolor
BL087-XL,BL087,5,blouse,XL,multicolor
BL087-XS,BL087,18,blouse,XS,multicolor
BL087-XXL,BL087,86,blouse,XXL,multicolor
BL089-L,BL089,4,blouse,L,multicolor
BL089-M,BL089,4,blouse,M,multicolor
BL089-S,BL089,3,blouse,S,multicolor
BL089-XL,BL089,8,blouse,XL,multicolor
BL089-XS,BL089,4,blouse,XS,multicolor
BL089-XXL,BL089,7,blouse,XXL,multicolor
BL090-L,BL090,30,blouse,L,peach
BL090-M,BL090,44,blouse,M,peach
BL090-S,BL090,11,blouse,S,peach
BL090-XL,BL090,16,blouse,XL,peach
BL090-XS,BL090,29,blouse,XS,peach
BL090-XXL,BL090,19,blouse,XXL,peach
BL091-L,BL091,4,blouse,L,multicolor
BL091-M,BL091,4,blouse,M,multicolor
BL091-S,BL091,7,blouse,S,multicolor
BL091-XL,BL091,3,blouse,XL,multicolor
BL091-XS,BL091,7,blouse,XS,multicolor
BL091-XXL,BL091,3,blouse,XXL,multicolor
BL092-L,BL092,20,blouse,L,blue
BL092-M,BL092,22,blouse,M,blue
BL092-S,BL092,13,blouse,S,blue
BL092-XL,BL092,27,blouse,XL,blue
BL092-XS,BL092,17,blouse,XS,blue
BL092-XXL,BL092,25,blouse,XXL,blue
BL093-L,BL093,2,blouse,L,grey
BL093-M,BL093,2,blouse,M,grey
BL093-S,BL093,11,blouse,S,grey
BL093-XL,BL093,4,blouse,XL,grey
BL093-XS,BL093,4,blouse,XS,grey
BL093-XXL,BL093,3,blouse,XXL,grey
BL095-L,BL095,51,blouse,L,multicolor
BL095-M,BL095,34,blouse,M,multicolor
BL095-S,BL095,51,blouse,S,multicolor
BL095-XL,BL095,26,blouse,XL,multicolor
BL095-XS,BL095,59,blouse,XS,multicolor
BL095-XXL,BL095,32,blouse,XXL,multicolor
BL096-L,BL096,2,blouse,L,beige
BL096-M,BL096,2,blouse,M,beige
BL096-S,BL096,8,blouse,S,beige
BL096-XL,BL096,2,blouse,XL,beige
BL096-XS,BL096,8,blouse,XS,beige
BL096-XXL,BL096,2,blouse,XXL,beige
BL097-L,BL097,42,blouse,L,maroon
BL097-M,BL097,25,blouse,M,maroon
BL097-S,BL097,39,blouse,S,maroon
BL097-XL,BL097,11,blouse,XL,maroon
BL097-XS,BL097,9,blouse,XS,maroon
BL097-XXL,BL097,35,blouse,XXL,maroon
BL098-L,BL098,25,blouse,L,brown
BL098-M,BL098,31,blouse,M,brown
BL098-S,BL098,39,blouse,S,brown
BL098-XL,BL098,34,blouse,XL,brown
BL098-XS,BL098,31,blouse,XS,brown
BL098-XXL,BL098,27,blouse,XXL,brown
BL099-L,BL099,5,blouse,L,black
BL099-M,BL099,6,blouse,M,black
BL099-S,BL099,9,blouse,S,black
BL099-XL,BL099,6,blouse,XL,black
BL099-XS,BL099,12,blouse,XS,black
BL099-XXL,BL099,4,blouse,XXL,black
BL100-L,BL100,4,blouse,L,green
BL100-M,BL100,5,blouse,M,green
BL100-S,BL100,6,blouse,S,green
BL100-XL,BL100,8,blouse,XL,green
BL100-XS,BL100,9,blouse,XS,green
BL100-XXL,BL100,5,blouse,XXL,green
BL101-L,BL101,2,blouse,L,grey
BL101-M,BL101,3,blouse,M,grey
BL101-S,BL101,8,blouse,S,grey
BL101-XL,BL101,4,blouse,XL,grey
BL101-XS,BL101,6,blouse,XS,grey
BL101-XXL,BL101,2,blouse,XXL,grey
BL102-L,BL102,7,blouse,L,navy blue
BL102-M,BL102,5,blouse,M,navy blue
BL102-S,BL102,16,blouse,S,navy blue
BL102-XL,BL102,19,blouse,XL,navy blue
BL102-XS,BL102,16,blouse,XS,navy blue
BL102-XXL,BL102,6,blouse,XXL,navy blue
BL103-L,BL103,7,blouse,L,maroon
BL103-M,BL103,3,blouse,M,maroon
BL103-S,BL103,29,blouse,S,maroon
BL103-XL,BL103,8,blouse,XL,maroon
BL103-XS,BL103,27,blouse,XS,maroon
BL103-XXL,BL103,4,blouse,XXL,maroon
BL104-L,BL104,32,blouse,L,black
BL104-M,BL104,49,blouse,M,black
BL104-S,BL104,14,blouse,S,black
BL104-XL,BL104,20,blouse,XL,black
BL104-XS,BL104,29,blouse,XS,black
BL104-XXL,BL104,26,blouse,XXL,black
BL107-L,BL107,2,blouse,L,white
BL107-M,BL107,2,blouse,M,white
BL107-S,BL107,15,blouse,S,white
BL107-XL,BL107,3,blouse,XL,white
BL107-XS,BL107,6,blouse,XS,white
BL107-XXL,BL107,4,blouse,XXL,white
BL109-L,BL109,23,blouse,L,gold
BL109-M,BL109,37,blouse,M,gold
BL109-S,BL109,34,blouse,S,gold
BL109-XL,BL109,17,blouse,XL,gold
BL109-XS,BL109,15,blouse,XS,gold
BL109-XXL,BL109,9,blouse,XXL,gold
BL110-L,BL110,8,blouse,L,red
BL110-M,BL110,7,blouse,M,red
BL110-S,BL110,18,blouse,S,red
BL110-XL,BL110,8,blouse,XL,red
BL110-XS,BL110,16,blouse,XS,red
BL110-XXL,BL110,5,blouse,XXL,red
BL111-L,BL111,9,blouse,L,black
BL111-M,BL111,6,blouse,M,black
BL111-S,BL111,11,blouse,S,black
BL111-XL,BL111,4,blouse,XL,black
BL111-XS,BL111,13,blouse,XS,black
BL111-XXL,BL111,2,blouse,XXL,black
BL113-L,BL113,4,blouse,L,maroon
BL113-M,BL113,3,blouse,M,maroon
BL113-S,BL113,11,blouse,S,maroon
BL113-XL,BL113,8,blouse,XL,maroon
BL113-XS,BL113,27,blouse,XS,maroon
BL113-XXL,BL113,7,blouse,XXL,maroon
BL0115-S,BL115,2,blouse,S,olive
BTM002-L,BTM002,61,pant,L,white
BTM002-M,BTM002,40,pant,M,white
BTM002-S,BTM002,85,pant,S,white
BTM002-XL,BTM002,22,pant,XL,white
BTM002-XS,BTM002,158,pant,XS,white
BTM002-XXL,BTM002,158,pant,XXL,white
BTM002-XXXL,BTM002,194,pant,XXXL,white
BTM003-L,BTM003,32,pant,L,maroon
BTM003-M,BTM003,25,pant,M,maroon
BTM003-S,BTM003,35,pant,S,maroon
BTM003-XL,BTM003,24,pant,XL,maroon
BTM003-XS,BTM003,40,pant,XS,maroon
BTM003-XXL,BTM003,4,pant,XXL,maroon
BTM003-XXXL,BTM003,4,pant,XXXL,maroon
BTM004-L,BTM004,1,bottom,L,white
BTM004-S,BTM004,2,bottom,S,white
BTM004-XL,BTM004,3,bottom,XL,white
BTM004-XXL,BTM004,2,bottom,XXL,white
BTM004-XXXL,BTM004,3,bottom,XXXL,white
BTM005-L,BTM005,398,pant,L,black
BTM005-M,BTM005,250,pant,M,black
BTM005-S,BTM005,347,pant,S,black
BTM005-XL,BTM005,75,pant,XL,black
BTM005-XS,BTM005,88,pant,XS,black
BTM005-XXL,BTM005,21,pant,XXL,black
BTM005-XXXL,BTM005,59,pant,XXXL,black
BTM006-L,BTM006,2,bottom,L,green
BTM006-M,BTM006,2,bottom,M,green
BTM006-S,BTM006,1,bottom,S,green
BTM006-XL,BTM006,3,bottom,XL,green
BTM006-XS,BTM006,3,bottom,XS,green
BTM006-XXL,BTM006,3,bottom,XXL,green
BTM006-XXXL,BTM006,4,bottom,XXXL,green
BTM007-L,BTM007,2,bottom,L,beige
BTM007-M,BTM007,1,bottom,M,beige
BTM007-S,BTM007,2,bottom,S,beige
BTM007-XL,BTM007,3,bottom,XL,beige
BTM007-XS,BTM007,2,bottom,XS,beige
BTM007-XXL,BTM007,2,bottom,XXL,beige
BTM008-L,BTM008,6,pant,L,grey
BTM008-M,BTM008,1,pant,M,grey
BTM008-S,BTM008,5,pant,S,grey
BTM008-XL,BTM008,10,pant,XL,grey
BTM008-XS,BTM008,21,pant,XS,grey
BTM008-XXL,BTM008,6,pant,XXL,grey
BTM008-XXXL,BTM008,15,pant,XXXL,grey
BTM021-L,BTM021,136,pant,L,navy blue
BTM021-M,BTM021,63,pant,M,navy blue
BTM021-S,BTM021,134,pant,S,navy blue
BTM021-XL,BTM021,176,pant,XL,navy blue
BTM021-XS,BTM021,41,pant,XS,navy blue
BTM021-XXL,BTM021,92,pant,XXL,navy blue
BTM021-XXXL,BTM021,102,pant,XXXL,navy blue
BTM026-NP-L,BTM026,1,pant,L,red
BTM026-NP-M,BTM026,6,pant,M,red
BTM026-NP-S,BTM026,6,pant,S,red
BTM026-NP-XS,BTM026,23,pant,XS,red
BTM026-NP-XXXL,BTM026,3,pant,XXXL,red
BTM027-NP-L,BTM027,14,pant,L,green
BTM027-NP-M,BTM027,14,pant,M,green
BTM027-NP-S,BTM027,37,pant,S,green
BTM027-NP-XL,BTM027,8,pant,XL,green
BTM027-NP-XS,BTM027,25,pant,XS,green
BTM027-NP-XXL,BTM027,25,pant,XXL,green
BTM027-NP-XXXL,BTM027,16,pant,XXXL,green
BTM029-NP-L,BTM029,2,pant,L,beige
BTM029-NP-M,BTM029,4,pant,M,beige
BTM029-NP-S,BTM029,1,pant,S,beige
BTM029-NP-XL,BTM029,2,pant,XL,beige
BTM029-NP-XS,BTM029,2,pant,XS,beige
BTM029-NP-XXXL,BTM029,1,pant,XXXL,beige
BTM030-NP-M,BTM030,1,pant,M,dark green
BTM030-NP-S,BTM030,8,pant,S,dark green
BTM030-NP-XL,BTM030,1,pant,XL,dark green
BTM030-NP-XS,BTM030,7,pant,XS,dark green
BTM030-NP-XXL,BTM030,1,pant,XXL,dark green
BTM030-NP-XXXL,BTM030,5,pant,XXXL,dark green
BTM031-NP-L,BTM031,43,pant,L,brown
BTM031-NP-M,BTM031,6,pant,M,brown
BTM031-NP-S,BTM031,56,pant,S,brown
BTM031-NP-XL,BTM031,13,pant,XL,brown
BTM031-NP-XS,BTM031,20,pant,XS,brown
BTM031-NP-XXL,BTM031,56,pant,XXL,brown
BTM031-NP-XXXL,BTM031,50,pant,XXXL,brown
BTM032-NP-L,BTM032,1,pant,L,pink
BTM032-NP-M,BTM032,1,pant,M,pink
BTM032-NP-S,BTM032,2,pant,S,pink
BTM032-NP-XL,BTM032,1,pant,XL,pink
BTM032-NP-XS,BTM032,5,pant,XS,pink
BTM032-NP-XXL,BTM032,3,pant,XXL,pink
BTM032-NP-XXXL,BTM032,1,pant,XXXL,pink
BTM033-NP-M,BTM033,1,pant,M,turquoise blue
BTM033-NP-S,BTM033,1,pant,S,turquoise blue
BTM033-NP-XL,BTM033,1,pant,XL,turquoise blue
BTM033-NP-XS,BTM033,5,pant,XS,turquoise blue
BTM033-NP-XXL,BTM033,3,pant,XXL,turquoise blue
BTM033-NP-XXXL,BTM033,2,pant,XXXL,turquoise blue
BTM035-NP-S,BTM035,4,pant,S,mustard
BTM035-NP-XL,BTM035,1,pant,XL,mustard
BTM035-NP-XS,BTM035,12,pant,XS,mustard
BTM035-NP-XXL,BTM035,3,pant,XXL,mustard
BTM035-NP-XXXL,BTM035,4,pant,XXXL,mustard
BTM036-PP-L,BTM036,3,palazzo,L,red
BTM036-PP-M,BTM036,10,palazzo,M,red
BTM036-PP-S,BTM036,8,palazzo,S,red
BTM036-PP-XL,BTM036,6,palazzo,XL,red
BTM036-PP-XS,BTM036,33,palazzo,XS,red
BTM036-PP-XXL,BTM036,3,palazzo,XXL,red
BTM036-PP-XXXL,BTM036,6,palazzo,XXXL,red
BTM037-PP-L,BTM037,2,palazzo,L,teal
BTM037-PP-M,BTM037,4,palazzo,M,teal
BTM037-PP-S,BTM037,7,palazzo,S,teal
BTM037-PP-XL,BTM037,3,palazzo,XL,teal
BTM037-PP-XS,BTM037,21,palazzo,XS,teal
BTM037-PP-XXL,BTM037,3,palazzo,XXL,teal
BTM037-PP-XXXL,BTM037,3,palazzo,XXXL,teal
BTM038-PP-L,BTM038,3,palazzo,L,black
BTM038-PP-M,BTM038,2,palazzo,M,black
BTM038-PP-S,BTM038,6,palazzo,S,black
BTM038-PP-XL,BTM038,2,palazzo,XL,black
BTM038-PP-XS,BTM038,30,palazzo,XS,black
BTM038-PP-XXL,BTM038,3,palazzo,XXL,black
BTM038-PP-XXXL,BTM038,1,palazzo,XXXL,black
BTM039-PP-L,BTM039,2,palazzo,L,white
BTM039-PP-M,BTM039,2,palazzo,M,white
BTM039-PP-S,BTM039,4,palazzo,S,white
BTM039-PP-XL,BTM039,2,palazzo,XL,white
BTM039-PP-XS,BTM039,11,palazzo,XS,white
BTM039-PP-XXL,BTM039,2,palazzo,XXL,white
BTM039-PP-XXXL,BTM039,4,palazzo,XXXL,white
BTM040-PP-L,BTM040,2,palazzo,L,brown
BTM040-PP-M,BTM040,4,palazzo,M,brown
BTM040-PP-S,BTM040,36,palazzo,S,brown
BTM040-PP-XL,BTM040,3,palazzo,XL,brown
BTM040-PP-XS,BTM040,35,palazzo,XS,brown
BTM040-PP-XXL,BTM040,4,palazzo,XXL,brown
BTM040-PP-XXXL,BTM040,2,palazzo,XXXL,brown
BTM041-PP-L,BTM041,6,palazzo,L,grey
BTM041-PP-M,BTM041,5,palazzo,M,grey
BTM041-PP-S,BTM041,51,palazzo,S,grey
BTM041-PP-XL,BTM041,7,palazzo,XL,grey
BTM041-PP-XS,BTM041,50,palazzo,XS,grey
BTM041-PP-XXL,BTM041,7,palazzo,XXL,grey
BTM041-PP-XXXL,BTM041,7,palazzo,XXXL,grey
BTM042-PP-L,BTM042,3,palazzo,L,mustard
BTM042-PP-M,BTM042,3,palazzo,M,mustard
BTM042-PP-S,BTM042,29,palazzo,S,mustard
BTM042-PP-XL,BTM042,3,palazzo,XL,mustard
BTM042-PP-XS,BTM042,55,palazzo,XS,mustard
BTM042-PP-XXL,BTM042,6,palazzo,XXL,mustard
BTM042-PP-XXXL,BTM042,3,palazzo,XXXL,mustard
BTM043-PP-L,BTM043,2,palazzo,L,khaki
BTM043-PP-M,BTM043,2,palazzo,M,khaki
BTM043-PP-S,BTM043,4,palazzo,S,khaki
BTM043-PP-XL,BTM043,3,palazzo,XL,khaki
BTM043-PP-XS,BTM043,8,palazzo,XS,khaki
BTM043-PP-XXL,BTM043,3,palazzo,XXL,khaki
BTM043-PP-XXXL,BTM043,3,palazzo,XXXL,khaki
BTM044-PP-L,BTM044,2,palazzo,L,maroon
BTM044-PP-M,BTM044,3,palazzo,M,maroon
BTM044-PP-S,BTM044,5,palazzo,S,maroon
BTM044-PP-XL,BTM044,2,palazzo,XL,maroon
BTM044-PP-XS,BTM044,55,palazzo,XS,maroon
BTM044-PP-XXL,BTM044,3,palazzo,XXL,maroon
BTM044-PP-XXXL,BTM044,5,palazzo,XXXL,maroon
BTM045-PP-L,BTM045,4,palazzo,L,olive green
BTM045-PP-M,BTM045,3,palazzo,M,olive green
BTM045-PP-S,BTM045,34,palazzo,S,olive green
BTM045-PP-XL,BTM045,4,palazzo,XL,olive green
BTM045-PP-XS,BTM045,26,palazzo,XS,olive green
BTM045-PP-XXL,BTM045,24,palazzo,XXL,olive green
BTM045-PP-XXXL,BTM045,6,palazzo,XXXL,olive green
BTM046-PP-L,BTM046,3,palazzo,L,navy blue
BTM046-PP-M,BTM046,10,palazzo,M,navy blue
BTM046-PP-S,BTM046,29,palazzo,S,navy blue
BTM046-PP-XL,BTM046,3,palazzo,XL,navy blue
BTM046-PP-XS,BTM046,27,palazzo,XS,navy blue
BTM046-PP-XXL,BTM046,2,palazzo,XXL,navy blue
BTM046-PP-XXXL,BTM046,3,palazzo,XXXL,navy blue
BTM047-PP-L,BTM047,3,palazzo,L,pink
BTM047-PP-M,BTM047,10,palazzo,M,pink
BTM047-PP-S,BTM047,15,palazzo,S,pink
BTM047-PP-XL,BTM047,6,palazzo,XL,pink
BTM047-PP-XS,BTM047,32,palazzo,XS,pink
BTM047-PP-XXL,BTM047,11,palazzo,XXL,pink
BTM047-PP-XXXL,BTM047,4,palazzo,XXXL,pink
BTM048-PP-L,BTM048,3,palazzo,L,green
BTM048-PP-M,BTM048,3,palazzo,M,green
BTM048-PP-S,BTM048,6,palazzo,S,green
BTM048-PP-XL,BTM048,2,palazzo,XL,green
BTM048-PP-XS,BTM048,51,palazzo,XS,green
BTM048-PP-XXL,BTM048,16,palazzo,XXL,green
BTM048-PP-XXXL,BTM048,16,palazzo,XXXL,green
BTM049-SHA-L,BTM049,19,sharara,L,teal blue
BTM049-SHA-M,BTM049,22,sharara,M,teal blue
BTM049-SHA-S,BTM049,29,sharara,S,teal blue
BTM049-SHA-XL,BTM049,25,sharara,XL,teal blue
BTM049-SHA-XXL,BTM049,28,sharara,XXL,teal blue
BTM050-SHA-L,BTM050,20,sharara,L,cream
BTM050-SHA-M,BTM050,25,sharara,M,cream
BTM050-SHA-S,BTM050,26,sharara,S,cream
BTM050-SHA-XL,BTM050,23,sharara,XL,cream
BTM050-SHA-XXL,BTM050,25,sharara,XXL,cream
BTM051-SHA-L,BTM051,28,sharara,L,black
BTM051-SHA-M,BTM051,30,sharara,M,black
BTM051-SHA-S,BTM051,34,sharara,S,black
BTM051-SHA-XL,BTM051,32,sharara,XL,black
BTM051-SHA-XXL,BTM051,35,sharara,XXL,black
BTM052-SHA-L,BTM052,32,sharara,L,pink
BTM052-SHA-M,BTM052,27,sharara,M,pink
BTM052-SHA-S,BTM052,42,sharara,S,pink
BTM052-SHA-XL,BTM052,37,sharara,XL,pink
BTM052-SHA-XXL,BTM052,36,sharara,XXL,pink
BTM053-SHA-L,BTM053,17,sharara,L,red
BTM053-SHA-M,BTM053,34,sharara,M,red
BTM053-SHA-S,BTM053,41,sharara,S,red
BTM053-SHA-XL,BTM053,36,sharara,XL,red
BTM053-SHA-XXL,BTM053,39,sharara,XXL,red
BTM054-SK-L,BTM054,31,skirt,L,black
BTM054-SK-M,BTM054,35,skirt,M,black
BTM054-SK-S,BTM054,37,skirt,S,black
BTM054-SK-XL,BTM054,36,skirt,XL,black
BTM054-SK-XXL,BTM054,38,skirt,XXL,black
BTM055-SK-L,BTM055,31,skirt,L,off white
BTM055-SK-M,BTM055,33,skirt,M,off white
BTM055-SK-S,BTM055,36,skirt,S,off white
BTM055-SK-XL,BTM055,36,skirt,XL,off white
BTM055-SK-XXL,BTM055,36,skirt,XXL,off white
BTM056-SHA-L,BTM056,21,sharara,L,black
BTM056-SHA-M,BTM056,31,sharara,M,black
BTM056-SHA-S,BTM056,32,sharara,S,black
BTM056-SHA-XL,BTM056,31,sharara,XL,black
BTM056-SHA-XXL,BTM056,31,sharara,XXL,black
BTM057-SHA-L,BTM057,30,sharara,L,navy blue
BTM057-SHA-M,BTM057,30,sharara,M,navy blue
BTM057-SHA-S,BTM057,31,sharara,S,navy blue
BTM057-SHA-XL,BTM057,33,sharara,XL,navy blue
BTM057-SHA-XXL,BTM057,31,sharara,XXL,navy blue
BTM058-SHA-L,BTM058,26,sharara,L,cream
BTM058-SHA-M,BTM058,28,sharara,M,cream
BTM058-SHA-S,BTM058,33,sharara,S,cream
BTM058-SHA-XL,BTM058,30,sharara,XL,cream
BTM058-SHA-XXL,BTM058,30,sharara,XXL,cream
BTM059-SK-L,BTM059,29,skirt,L,off white
BTM059-SK-M,BTM059,32,skirt,M,off white
BTM059-SK-S,BTM059,34,skirt,S,off white
BTM059-SK-XL,BTM059,32,skirt,XL,off white
BTM059-SK-XXL,BTM059,34,skirt,XXL,off white
BTM060-SK-L,BTM060,33,skirt,L,black
BTM060-SK-M,BTM060,30,skirt,M,black
BTM060-SK-S,BTM060,34,skirt,S,black
BTM060-SK-XL,BTM060,33,skirt,XL,black
BTM060-SK-XXL,BTM060,33,skirt,XXL,black
CH201-RED-L,CH201,3,leggings,L,red
CH201-RED-M,CH201,3,leggings,M,red
CH201-RED-S,CH201,6,leggings,S,red
CH201-RED-XL,CH201,4,leggings,XL,red
CH201-RED-XXL,CH201,2,leggings,XXL,red
CH202-ORANGE-L,CH202,3,leggings,L,orange
CH202-ORANGE-M,CH202,8,leggings,M,orange
CH202-ORANGE-S,CH202,7,leggings,S,orange
CH202-ORANGE-XL,CH202,5,leggings,XL,orange
CH202-ORANGE-XXL,CH202,3,leggings,XXL,orange
CH203-MAROON-L,CH203,6,leggings,L,maroon
CH203-MAROON-M,CH203,4,leggings,M,maroon
CH203-MAROON-S,CH203,2,leggings,S,maroon
CH203-MAROON-XL,CH203,3,leggings,XL,maroon
CH203-MAROON-XXL,CH203,2,leggings,XXL,maroon
CH204-PURPLE-L,CH204,3,leggings,L,purple
CH204-PURPLE-M,CH204,3,leggings,M,purple
CH204-PURPLE-S,CH204,5,leggings,S,purple
CH204-PURPLE-XL,CH204,2,leggings,XL,purple
CH204-PURPLE-XXL,CH204,2,leggings,XXL,purple
CH205-YELLOW-L,CH205,3,leggings,L,yellow
CH205-YELLOW-M,CH205,4,leggings,M,yellow
CH205-YELLOW-S,CH205,12,leggings,S,yellow
CH205-YELLOW-XL,CH205,5,leggings,XL,yellow
CH205-YELLOW-XXL,CH205,2,leggings,XXL,yellow
CH206-GREEN-L,CH206,5,leggings,L,green
CH206-GREEN-M,CH206,6,leggings,M,green
CH206-GREEN-S,CH206,10,leggings,S,green
CH206-GREEN-XL,CH206,5,leggings,XL,green
